Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status
2025-06-25 09:29:54,,,867488061462601,1055,HBD
2025-06-25 09:29:54,,,867488061462601,1054,ACK
2025-06-25 09:31:54,,,867488061462601,1056,HBD
2025-06-25 09:33:34,,,867488061462601,1057,ACK
2025-06-25 09:33:35,2025-06-25 09:33:35,2025-06-25 09:11:05,867488061462601,1058,GTPFR,0x09fe7fbf,,802003,0x0902,0x0915,32,12725,0000,0000,00,00,41,7,-,00,0.0,191,844,-22.213264,-45.954447,0724,0005,bf8b,0557a90d,0.0,0.0,0:00:00,0:00:00,02,-,0,-
2025-06-25 09:33:57,,,867488061462601,1059,HBD
2025-06-25 09:33:57,2025-06-25 09:33:51,2019-12-31 21:00:00,867488061462601,1060,GTPNR,0x09fe7fbf,,802003,0x0902,0x0915,29,0,0000,0000,00,00,41,0,-,00,0.0,0,0,00000000,00000000,0000,0000,0000,00000000,0.0,0.0,0:00:00,0:00:00,-,02,0,-
2025-06-25 09:33:58,2025-06-25 09:33:52,2019-12-31 21:00:00,867488061462601,1061,GTMPN,0x09fe7fbf,,802003,0x0902,0x0915,29,12651,0000,0000,00,00,41,0,-,00,0.0,0,0,00000000,00000000,0724,0005,bf8b,0557a90d,0.0,0.0,0:00:00,0:00:00,-,-,0,-
2025-06-25 09:38:15,,,867488061462601,0,HBD
2025-06-25 09:38:15,2025-06-25 09:38:09,2019-12-31 21:00:00,867488061462601,1,GTPNR,0x09fe7fbf,,802003,0x0a04,0x0a14,29,0,0000,0000,00,00,41,0,-,00,0.0,0,0,00000000,00000000,0000,0000,0000,00000000,0.0,0.0,0:00:00,0:00:00,-,01,0,-
2025-06-25 09:38:16,2025-06-25 09:38:11,2019-12-31 21:00:00,867488061462601,2,GTMPN,0x09fe7fbf,,802003,0x0a04,0x0a14,29,12677,0000,0000,00,00,41,0,-,00,0.0,0,0,00000000,00000000,0724,0005,bf8b,0557a90d,0.0,0.0,0:00:00,0:00:00,-,-,0,-
