Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status
2025-07-03 08:22:07,2025-07-03 08:22:02,2025-07-03 08:23:02,867488065171646,3,GTIGN,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,12,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,3,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:08,2025-07-03 08:28:03,2025-07-03 08:23:03,867488065171646,4,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,13,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,4,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:09,2025-07-03 08:29:04,2025-07-03 08:23:04,867488065171646,5,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,14,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,5,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:10,2025-07-03 08:29:05,2025-07-03 08:23:05,867488065171646,6,GTERI,0x09fe7fbf,,802003,0x8301,0x0108,0,10000,0,0,1,2,22,11,-,1,15,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-07-03 08:22:11,2025-07-03 08:29:06,2025-07-03 08:23:06,867488065171646,7,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,16,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,7,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:12,2025-07-03 08:29:07,2025-07-03 08:23:07,867488065171646,8,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,17,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,8,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:13,2025-07-03 08:29:08,2025-07-03 08:23:08,867488065171646,9,GTERI,0x09fe7fbf,,802003,0x8301,0x0108,0,10000,0,0,1,2,22,11,-,1,18,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,9,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
2025-07-03 08:22:14,2025-07-03 08:29:09,2025-07-03 08:23:09,867488065171646,10,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,19,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,10,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:15,2025-07-03 08:29:10,2025-07-03 08:23:10,867488065171646,11,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,20,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,11,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:16,2025-07-03 08:29:11,2025-07-03 08:23:11,867488065171646,12,GTERI,0x09fe3fbf,0x00028102,802003,0x8301,0x0108,0,10000,0,-,1,2,22,11,-,1,21,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,12,0:00:00,0:00:00,-,-,0,-,,,,,1,900,0,0,10,
2025-07-03 08:22:17,2025-07-03 08:29:12,2025-07-03 08:23:12,867488065171646,13,GTERI,0x09fe7fbf,,802003,0x8301,0x0108,0,10000,0,0,1,2,22,11,-,1,22,0,548,-23.329943,-51.177857,724,5,9c6b,06909a0a,0.0,13,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,
